created_at	id	text	source	quote_from	quote_id	pic_url	retweet_id	reply_id	user_mention0	retweeted_from
Wed Aug 19 20:15:09 +0000 2015	634096283200921602	@KING5Seattle story on the roundtable I joined yesterday on plans to fight current Chelan Co. fires &amp; how we can help http://t.co/ub8gIK7Syc	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							KING5Seattle
Mon Aug 17 21:57:21 +0000 2015	633397226094637058	Read my statement on the Chelan County fire damage I saw firsthand this weekend:  http://t.co/llnAudh1rV	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Sun Aug 16 19:00:59 +0000 2015	632990453659475968	For the most up to date info on the Chelan fires situation, please check here: https://t.co/Xs18Jt9szO	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Fri Aug 14 18:48:16 +0000 2015	632262479138189312	First #BlueFriday of the season! #GoHawks	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Fri Aug 14 16:05:40 +0000 2015	632221560514977792	Beautiful hike on the Eightmile Lake Trail to learn about grizzly bear habitats &amp; appreciate WA-8th’s landscapes! http://t.co/SUQlaJgA7H	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CMYaKJpUcAAxNHv.jpg			
Thu Aug 13 13:51:48 +0000 2015	631825484041560064	VETS: Looking for a job? Don’t miss the Military Job Fair at Joint Base Lewis McChord, TODAY, Aug. 13 from 10:00am-2:00pm	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Thu Aug 13 13:43:53 +0000 2015	631823492292456449	Visited the @YMCAgreaterSEA Sammamish campus construction site, and encouraging to hear their vision for the future! http://t.co/QbBVkGIaR2	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CMSwHh4VEAErm5w.jpg			YMCAgreaterSEA
Wed Aug 12 19:35:46 +0000 2015	631549655374000128	Joined @SenatorCantwell, @RepDerekKilmer to discuss importance of improved infrastructure because #FreightCantWeight http://t.co/UsveejF0bT	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CMO3EIsWIAAj3uA.jpg			SenatorCantwell
Tue Aug 11 23:59:36 +0000 2015	631253663084867584	RT @WashingtonTrade: Thx @SeaportNW 4 hosting event on importance of freight with @davereichert @SenatorCantwell @RepDerekKilmer http://t.c…	"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>"					6.31238239857e+17		WashingtonTrade
Tue Aug 11 15:33:26 +0000 2015	631126284110852097	Reading “Where the Wild Things Are” to a wonderful group of kids during #InviteCongress Day at @KidsQuestCM: http://t.co/21jECxhLqV	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CMI2ArOUEAAxcvq.jpg			KidsQuestCM
Tue Aug 11 13:44:56 +0000 2015	631098977912549376	RT @KidsQuestCM: Thank you @davereichert for reading at @KidsQuestCM stroytime! #CongressVisit @AAMers http://t.co/4Mi36r7RAL	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CMFIkUUUsAAlaZ9.jpg	6.30865212418e+17		KidsQuestCM
Sun Aug 09 23:55:03 +0000 2015	630527742140936193	Thoughts and prayers with the family and friends of WSP Detective Brent Hanger who passed away earlier this week.	"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>"							
Fri Aug 07 22:10:02 +0000 2015	629776540927180800	#OTD: the first Purple Hearts were awarded by George Washington; now approx. 2 million have been awarded for sacrifice #PurpleHeartDay	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Wed Aug 05 20:05:27 +0000 2015	629020413855694848	Thanks to @RepNewhouse, @RepMikeCoffman, Rep. Radewagen, &amp; @SenCoryGardner for partnering with me on the #PORTSAct: http://t.co/ruVTQljck0	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							RepNewhouse
Wed Aug 05 13:37:26 +0000 2015	628922766163607553	Wonderful to welcome our new Youth Advisory Board for the 2015-2016 school year. Can’t wait to hear their thoughts http://t.co/7AiEdOFqEZ	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CLph7DKUkAQpAjJ.jpg			
Tue Aug 04 13:43:16 +0000 2015	628561844328898560	Welcome to Tanya Chenoweth from Cougar Mountain Middle School, in DC this week for #LCTeachInst to bring @librarycongress to our classrooms	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							librarycongress
Sun Aug 02 15:00:29 +0000 2015	627856502439706624	My thoughts and prayers with the family of Memphis PD Officer Sean Bolton who was shot and killed last night.	"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>"							
Fri Jul 31 18:21:36 +0000 2015	627182338653425664	Read about the bill I introduced this week to upgrade our infrastructure: http://t.co/Tm2HoWqYx7	"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>"							
Wed Jul 29 21:38:54 +0000 2015	626507212429619200	Enjoyed meeting the Archuleta family from Covington in DC today! http://t.co/59jHBjwfgZ	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CLHM_ULUsAQkWv5.jpg			
Wed Jul 29 21:03:45 +0000 2015	626498370547355648	This vote is critical to keep our VA hospitals open and our highways funded while we work to find a multi-year funding source	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Wed Jul 29 19:34:20 +0000 2015	626475867762491392	Also on #LETaskForce: @RoyBlunt, @RepJohnKatko, @RepJeffMiller, @RepPeteKing, @RepRichNugent, @RepMiaLove, @JudgeTedPoe #ffonwednesday	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							RoyBlunt
Wed Jul 29 19:33:47 +0000 2015	626475728490602497	Launched the @GOPpolicy Law Enforcement Task Force this morning with @RepLukeMesser, @SteveKnight25, &amp; @SusanWBrooks: http://t.co/xWL4N1oNA1	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							GOPpolicy
Tue Jul 28 20:06:22 +0000 2015	626121538492829696	Met with Mr. Katsuyuki Kawai to discuss the relationship between the US &amp; Japan and why #TPP4USJobs is so important! http://t.co/Ggq0v294su	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CLBuOI0UEAAAl4e.jpg			
Mon Jul 27 20:00:12 +0000 2015	625757599825326084	#ICYMI: Check out my @KIROradio interview from this morning on why we need to support law enforcement: http://t.co/jlirZNUYYZ	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							KIRORadio
Fri Jul 24 20:08:09 +0000 2015	624672436739567617	Sunday is the 25th anniversary of the #ADA becoming law. Read my full statement on this historic moment here: http://t.co/coScA7SD5x	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Fri Jul 24 15:23:06 +0000 2015	624600702178856960	Our thoughts and prayers are with the families of the victims in last night’s shooting in Lafayette, LA - prayers for healing and recovery	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Thu Jul 23 20:57:25 +0000 2015	624322447118962692	The new #BoeingAcademy is an exciting investment in our kids and STEM education: http://t.co/NoqlWtRvEs	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Thu Jul 23 20:55:19 +0000 2015	624321920649924608	My thoughts and prayers are with the family of Hayward PD Sgt. Scott Lunger who was tragically killed last night in California.	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Wed Jul 22 17:51:34 +0000 2015	623913288334712832	Congratulations to @RESULTS_Tweets on their 35th anniversary. Here’s to 35 more years of working together to end poverty.	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							RESULTS_Tweets
Tue Jul 21 22:01:29 +0000 2015	623613794137305088	"RT @WashingtonTrade: WCIT and its 105 members thank @davereichert for his strong support of TPA &amp; WA’s trade economy #TPA4USjobs 

http://t…"	"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>"					6.23582713959e+17		WashingtonTrade
Tue Jul 21 19:24:50 +0000 2015	623574373014835200	Read my op-ed about why it’s so important to protect our national parks here: http://t.co/AekadTx2ea	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Tue Jul 21 15:29:39 +0000 2015	623515187912556544	All phone issues have been resolved - thank you for your patience!	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Tue Jul 21 14:50:08 +0000 2015	623505241800093697	We are currently experiencing technical difficulties with our phone system in our DC office. We will let you know once the issue is fixed!	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Tue Jul 21 14:29:34 +0000 2015	623500066599399424	Please be aware that I-90 is closed due to a brushfire between Vantage and George. Stay safe everyone!	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Mon Jul 20 20:56:17 +0000 2015	623234998078980097	Enjoyed this morning’s @t4a_org #TechTable discussion about how expanded trade will open new opportunities http://t.co/skewTjApAg	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CKYs7XPUYAAc0gc.jpg			t4a_org
Mon Jul 20 20:27:31 +0000 2015	623227759037427712	RT @t4a_org: Thanks to @davereichert for a great TechTable on trade and the tech impacts! Big thanks also to @jonathansposato for hosting!	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"					6.23208378891e+17		t4a_org
Fri Jul 17 19:03:20 +0000 2015	622119410971615232	How beautiful is the WA-8th?! This was taken by a Reichert staffer on a hike recognizing the 25th… https://t.co/RTjo9RIaku	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"							
Thu Jul 16 21:36:21 +0000 2015	621795531770187776	My thoughts and prayers are with the families of the 4 Marines so tragically murdered in today’s shooting in Chattanooga #SemperFi	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Thu Jul 16 14:49:50 +0000 2015	621693226605543424	#tbt 39 years ago, the #AlpineLakes Wilderness Area was established; in 2009 we held a press… https://t.co/QmjcQsQSsH	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"							
Tue Jul 14 23:03:01 +0000 2015	621092564934991873	RT @Conserve_WA: Thanks @DaveReichert for supporting 5,872 acres of sportsmen access projects in WA through #LWCF since 2011. Less than #10…	"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>"					6.21072934153e+17		Conserve_WA
Sat Jul 11 19:40:44 +0000 2015	619954497129967617	RT @RESULTS_Tweets: Thank you @davereichert for joining us to talk about building the foundation for a healthier future. #savemomsandkids	"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>"					6.19940392642e+17		RESULTS_Tweets
Fri Jul 10 14:06:14 +0000 2015	619507929327210496	Read my op-ed in @thehill about the importance of  #ExIm4Jobs for WA: http://t.co/WfZ8bXQ4dZ	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							thehill
Thu Jul 09 16:16:47 +0000 2015	619178394589220864	"RT @SEC_Energy: Please welcome @davereichert to the #DCEnergyExpo! ""I get excited about #science"" #technology http://t.co/0z9io6ZEpN"	"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>"				http://pbs.twimg.com/media/CJe-BP7WwAAIRIj.jpg	6.19172408999e+17		SEC_Energy
Wed Jul 08 19:12:44 +0000 2015	618860287085686784	One of the best parts of the job is constituent visits - great to have the Turtel family stop by our… https://t.co/2ccYli46Jp	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"							
Wed Jul 08 17:48:46 +0000 2015	618839155980783616	All phone issues have been resolved! Please feel free to call our DC line at 202-225-7761.	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Tue Jul 07 22:19:42 +0000 2015	618544948938436608	Our DC office is currently experiencing phone difficulties. If you cannot get through, please contact our Issaquah Office at 425-677-7414	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Tue Jul 07 21:55:19 +0000 2015	618538814672400385	#ICYMI: Joined @KOHO101 to discuss fires, trade, &amp; public safety employee retirement accounts bills. Listen here: http://t.co/5ejDs8NVDU	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							KOHO101
Tue Jul 07 21:33:12 +0000 2015	618533245316108288	Such an inspiration to meet Makenna Schwab and thank her for all she does for the patients of @seattlechildren http://t.co/54WRl7QSIw	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CJV4tWwWgAAuXeM.jpg			seattlechildren
Tue Jul 07 19:41:34 +0000 2015	618505153285595137	Had the opportunity to survey the #SleepyHollowFire damage – we must continue to make fire prevention a top priority http://t.co/tZBUhOL4R8	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CJVfKJGUsAA6hEu.jpg			
