screen_name,followers,friends,tweets,place,user_location
ACIM_YouTube,379277.0,8044.0,19849.0,,United States
sharkkteethsolo,348991.0,1844.0,53668.0,,"UNION RODBUSTER IRONWORKER, BUILDING AMERICA"
DanGlover1,317692.0,314746.0,146857.0,,"North-central Illinois, USA"
altusda,238591.0,19.0,1096.0,,"Washington, DC"
JohnSmit123,196504.0,154.0,4661.0,,Durban
_Aphmau_,191630.0,250.0,10773.0,,
chaturbate,172757.0,4007.0,44079.0,,status.chaturbate.com
JimmyColema1060,167820.0,169224.0,144489.0,,"Chicago, N.Y L.A"
kcranews,160770.0,541.0,143850.0,,"Sacramento, CA"
somepromotion,158412.0,33830.0,74327.0,,"London, England"
HelpAnimals,145266.0,146236.0,3627.0,,International
Araya_Hope____,142710.0,122436.0,96186.0,,"ღErotic City, If You're Luckyღ"
trixiemattel,138258.0,793.0,6318.0,"Ceres, CA","West Hollywood, CA"
Tedhenrya,127729.0,1186.0,283304.0,,Everywhere
JRabonOfficial,115851.0,320.0,46170.0,,BAY AREA | LOS ANGELES
997now,101981.0,2381.0,108227.0,,"San Francisco, California"
mauroranallo,92787.0,870.0,180181.0,,City of  Angels
Jacopo_della_Q,92416.0,85023.0,14418.0,,"Albany, NY"
FOX40,91161.0,548.0,113171.0,"California, USA","Sacramento, CA"
_ArriveAlive,90048.0,725.0,102283.0,,South Africa
CBSSacramento,88755.0,5532.0,73219.0,,"West Sacramento, Calif."
kristennleanne,87399.0,29.0,9221.0,,"Inland Empire, CA"
OceanEchoes,86364.0,85867.0,20733.0,,International
SMShow,82957.0,24209.0,50795.0,,"Los Angeles, CA"
UnseeingEyes,74832.0,76493.0,182153.0,,GLOBAL/New York
PEcom_news,70109.0,3130.0,48829.0,,"Riverside, CA"
abcollar,66729.0,57872.0,309913.0,,San Diego CA
FresnoBee,65036.0,614.0,65812.0,,"Fresno, California"
JanetCBrennan,63352.0,56980.0,337260.0,,Arizona
pdeblassieiii,62987.0,56742.0,199671.0,,"Albuquerque, New Mexico"
Sloomzo,55660.0,47221.0,29212.0,,
SwaGGTheRapper,55358.0,49213.0,86581.0,,South Bronx - NY 
adrianaactually,52040.0,57235.0,41954.0,,"Boston, MA"
AudioPush,51730.0,3543.0,37870.0,,Inland Empire 
DelStewart,51292.0,49136.0,20538.0,,"Redlands, CA "
DougJCooper,48648.0,44793.0,321625.0,,book/author info at
modbee,48393.0,1906.0,92328.0,"Ceres, CA","Modesto, CA"
mmpadellan,47435.0,24459.0,51976.0,,"Brooklyn, NY"
RanaHarbi,42497.0,268.0,2626.0,,Beirut-Lebanon
1994_Wavyy,42426.0,137.0,75090.0,,Brightmoor 
Razzbowski,41303.0,9034.0,54557.0,,UK
AmgenTOC,40196.0,1331.0,9601.0,"Modesto, CA",
RGBookWorld,39360.0,37576.0,681702.0,,
SPRINOIR,39126.0,496.0,36199.0,,
stone_rik,38907.0,33962.0,265669.0,,UK
FoolForDamian,37611.0,18506.0,188650.0,"Modesto, CA",playing pokemon go 
therealscribe,37229.0,19598.0,39022.0,,"Inland Empire, CA"
ModestoPolice,36779.0,366.0,3282.0,,"Modesto, CA"
ladailynews,36154.0,978.0,123963.0,,"Woodland Hills, Calif."
postbadjean,35298.0,318.0,160829.0,,Grenoble 
Retweet_Twitch,33259.0,10.0,92666.0,,Cyberspace
PasStarNews,33123.0,557.0,60182.0,,"Pasadena, Calif."
LetsGetLexi,32688.0,728.0,12177.0,,"San Francisco, CA"
IndieGameDevBot,32416.0,4981.0,1304347.0,,
BloggersBlast,31853.0,7310.0,239355.0,,United States
DailyBreezeNews,31681.0,526.0,37756.0,,"Torrance, CA"
sarahleah1,31237.0,4076.0,33041.0,,New York
YouBrandInc,31115.0,34221.0,130657.0,,Minneapolis
sbsun,30702.0,316.0,61854.0,,"San Bernardino, CA"
oneAutoAvenueOC,29754.0,29507.0,5958.0,,"Orange County, California"
AuthorLTaylor,29299.0,16435.0,397387.0,,"Solana Beach, CA "
asadabukhalil,28653.0,242.0,44079.0,,"Modesto, CA"
michellesexy13,28616.0,27858.0,90363.0,,InCyber Space with @mt13132626
AuthorRobJones,28003.0,26304.0,4923.0,,Australia
SGVTribune,26881.0,510.0,70705.0,,"Monrovia, CA"
ZiggMadison,26123.0,19382.0,38051.0,,"Tulsa, OK - Newport News, VA"
fatherlygod,25585.0,3590.0,137883.0,,West$ide
TheCamGirlArmy,25584.0,2105.0,164488.0,,Out promoting #camgirlz
robinsnewswire,25495.0,18885.0,1077821.0,,RT's Are FYI Purposes Only
OneAutoAvenueLA,25244.0,26218.0,21374.0,,"Los Angeles, CA"
dj4evayoung1,25019.0,451.0,41147.0,"Modesto, CA",TVT
BOWoktane,24725.0,877.0,56720.0,,"Inland Empire, CA"
tigerofthenight,22886.0,22245.0,640.0,,International
faithseedz,22029.0,16224.0,93651.0,,Bible Belt
Tanya_USA,21995.0,15849.0,54030.0,,United States
PennDragonArt,21633.0,19186.0,168654.0,,Las Vegas/Los Angeles
KristineCayne,21208.0,12876.0,242765.0,,"Seattle, WA"
GANGSTAKIDRAUHL,21115.0,6478.0,352694.0,,instagram: yourgirlirene
capebreton1973,20813.0,19036.0,614397.0,,"Cape Breton,Nova Scotia Canada"
U4iAOfficial,20758.0,2979.0,1459.0,,"Hollywood, CA"
avonsemotion,20430.0,18663.0,123015.0,,"Virginia, USA"
diegomend3z,20297.0,156.0,24940.0,,
LornajaneCosign,20008.0,11578.0,145310.0,,
Zaaaym_SheBLACK,19778.0,18483.0,148163.0,,DMV/NYC 
jasian12345,19737.0,16808.0,155304.0,,La Jolla
steventeaster,19690.0,16077.0,338043.0,,"LOS ANGELES,CA"
Two9,19673.0,430.0,44100.0,,"Atlanta, GA"
CarryCockburn,19277.0,16631.0,78260.0,,Thailand
OneAutoAvenueSD,18718.0,19710.0,7633.0,,"San Diego, California"
jennifergould,18501.0,505.0,71420.0,,Los Angeles
DENISHAZE,18255.0,17226.0,117342.0,,GOD
2KCrewFinder,17894.0,13977.0,32787.0,,2KPROAM
reverieLOVE,17721.0,195.0,71516.0,,"Los Angeles, CA ♥"
CAE_RT,17511.0,88.0,2450.0,,
Reach4ThePower,17365.0,12910.0,15279.0,"Modesto, CA",California
flong1992,17272.0,19018.0,66114.0,,
KTAxSPACEMAN,16602.0,673.0,120698.0,,OUTTA THIS WORLD
webelievebeliev,16216.0,15431.0,239531.0,,World
CurtissKing,15097.0,1487.0,115486.0,,"Inland Empire, Nostalgiafornia"
Fckbieberw,15053.0,14132.0,131819.0,,SP ● Brasil ✌● Mieczyslaw Girl
hale_akay,14935.0,1563.0,91930.0,,Konstantiniyye
tosinadeda,14915.0,878.0,275804.0,,Nigeria
HarrisK15,14648.0,678.0,33289.0,,"Modesto, CA"
whtvrdenise,14605.0,179.0,113020.0,,where the tex meets the mex
9975Ts,14228.0,15617.0,376198.0,,
RepJeffDenham,14157.0,1641.0,2366.0,,"Modesto, CA"
CentralValleyTV,14138.0,532.0,29236.0,,"Modesto, CA"
stinkylizerd,14037.0,616.0,6882.0,,
kidrxuhlshoodie,14018.0,9037.0,33586.0,,"Bay Area, CA"
Rene_gadeCowboy,13840.0,6129.0,359195.0,,"Fort Meade, Md/Nashville "
WINEormous,13778.0,3570.0,7510.0,,"Inland Empire, CA"
StanSheriff,13733.0,525.0,1836.0,"Turlock, CA",Modesto
winegirl73,13328.0,7913.0,227676.0,,"Warrenton, VA"
Varidienne,13164.0,13306.0,36195.0,,I unfollow if you do!  NO List
SJB6991,13151.0,14471.0,625658.0,,United Kingdom
ActDontReact,13036.0,13313.0,287234.0,,
bohemiantrading,12940.0,8190.0,444640.0,,Pennsylvania
goingup__,12936.0,8990.0,7844.0,,"Victorville, CA"
priiincessaurum,12880.0,354.0,25045.0,,Owner of PINK PLASTIC
SamThiessen,12855.0,12812.0,92593.0,,"Denver, Colorado"
presstelegram,12753.0,618.0,46478.0,,"Long Beach, CA"
TheFireTracker2,12599.0,12646.0,167236.0,,Global- Mostly Silicon Valley
Ty_runnin,12467.0,7560.0,10063.0,,"Philadelphia, PA"
EllenDatlow,12270.0,328.0,127335.0,,New York
PamitaRao,12131.0,9967.0,49487.0,,
WilliamxWallace,12068.0,9635.0,1444.0,,"Modesto, Ca"
drhug,12062.0,10006.0,121982.0,,
HealthFitnessP,12030.0,7075.0,5182.0,,"New York, USA"
FairviewWine,11975.0,1861.0,11265.0,,"Paarl, South Africa"
GMeekerMMA,11972.0,1907.0,19897.0,"Turlock, CA",Stockton/Los Angeles
NorCalPreps,11960.0,833.0,19870.0,,Northern California
menggalurks,11756.0,111.0,28688.0,,maichard love.
Dragonsnestling,11730.0,11887.0,178857.0,,Surprise .Arizona
BiogenSA,11671.0,2851.0,16032.0,,South Africa
binggreen,11658.0,10747.0,60538.0,,"SIN CITY, OF COURSE"
Watchdogsniffer,11568.0,7513.0,232208.0,,"California, USA"
InlandEmpireRvp,11451.0,9711.0,7419.0,,"Empire, CA"
TodayAtSch00L,11365.0,578.0,667376.0,,
ChrisCordero_,11345.0,12173.0,13049.0,,
GoGTSLive,11305.0,4047.0,30786.0,,Everywhere you want us to be!
sherrilee7,11227.0,12243.0,308535.0,,The Dirty South
AppitySnacks,10983.0,376.0,504433.0,,New York City
MonsterMarcia,10917.0,10834.0,153651.0,,"Texas, USA"
SaveMart,10718.0,1444.0,6797.0,,"Modesto, California"
EHeadshotz,10519.0,8159.0,9820.0,,"Buffalo, NY"
bristei,10443.0,1264.0,18153.0,,New York
carriebernans,10365.0,771.0,1972.0,,"Los Angeles, CA"
Bri_Skywalker,10281.0,9718.0,1498.0,,"Modesto, California"
loveleov,10278.0,7657.0,388803.0,,New Zealand
209whatsup,10243.0,8140.0,26749.0,,"Modesto, California, USA"
JudyKemp69,10130.0,9707.0,150264.0,,London
maggiebeauchamp,10126.0,10136.0,118954.0,,"Madrid,Spain. Michigan/Florida"
ruthmen,10066.0,5307.0,191486.0,,Oregon
ibedakrse,10019.0,250.0,17176.0,,"Modesto, CA"
ivdailybulletin,9951.0,246.0,54770.0,,"Ontario, CA"
JHWreporter,9908.0,9891.0,106402.0,,"Moreno Valley, CA"
GabbyInCa,9908.0,9562.0,68501.0,,California
dinkfamdodie,9895.0,8730.0,63085.0,,26
NASCARNAC,9774.0,8831.0,449744.0,,"South Florida, Nevada ✅"
korytellers,9725.0,7702.0,89819.0,,SE Minnesota
RedlandsBlvd,9620.0,8249.0,7022.0,,"Redlands, CA"
Zwoodbutcher,9605.0,10485.0,242310.0,,Border/Language/Culture
Lovely_Liesha,9572.0,648.0,165297.0,,Cali☀️
aaliyahalr,9434.0,184.0,29093.0,,bisexual | 19
EllsLouise_,9385.0,361.0,20178.0,,
FINISswim,9376.0,1146.0,7182.0,"Modesto, CA",SIMPLIFY SWIMMING
chivelicious,9334.0,3341.0,3221.0,,"Atlanta, GA"
TACOSONTHELOW,9311.0,7585.0,193472.0,,killing myself 
Momentum_za,9221.0,1571.0,8135.0,,South Africa
Scifilife1,9194.0,6466.0,34878.0,,
hersheyy_badd,9182.0,9984.0,110090.0,,Texas 
ModestoNuts,9104.0,1462.0,10489.0,"Modesto, CA","Modesto, CA"
Cshells33Wells,9050.0,8100.0,89259.0,,
MaddenStore,8950.0,272.0,3230.0,,support@mutstore.com
RoyFromThe909,8948.0,983.0,15938.0,,"Inland Empire, CA"
SAGES_Updates,8940.0,979.0,6454.0,,Everywhere
sVzr4,8875.0,263.0,5700.0,,
CapeBrewingCo,8821.0,4155.0,23412.0,,"Paarl, South Africa"
LoganXJerNel25,8795.0,8895.0,156966.0,,Find me at a concert
Baxter_Official,8770.0,9616.0,11974.0,"Baxter Entertainment Productions, LLC","Modesto, CA"
SWWEETCHINXX,8728.0,835.0,80523.0,Denny's,Starbucks
AcademicSurgery,8697.0,676.0,5169.0,,Anywhere there is surgery
TheGilbert23Mom,8594.0,8570.0,83859.0,,"Gilbert, AZ"
judysale23,8431.0,3242.0,336854.0,,UK
GalloFamily,8417.0,577.0,9429.0,,"Modesto, CA"
WhittierNews,8361.0,150.0,44059.0,,"Whittier, Calif."
FITCHH_Mascot,8199.0,699.0,229398.0,,illy-noise
mediamonarchy,8132.0,1377.0,76768.0,,PDX
badgyalkayla,8089.0,196.0,13699.0,,y(our) niggas house
arizonaskep,8056.0,560.0,84431.0,,moa 
john12782,7924.0,7937.0,31231.0,,"Galt, California"
NightOfv5,7886.0,2268.0,434598.0,,In your twitter timeline.
DigestWordpress,7785.0,3.0,697530.0,,
DanCas2,7731.0,8487.0,430924.0,,California (o/18 :-)
PatriotRider,7677.0,7588.0,111307.0,,"Adirondack Region, NYS"
robertplank,7565.0,96.0,15064.0,,"Turlock, CA"
doneuxbeats,7538.0,2609.0,96867.0,,
OneAutoAvenueIE,7487.0,6382.0,12591.0,,"Inland Empire, California"
NickReeves45,7434.0,7425.0,85915.0,"Modesto, CA","California, USA"
WMN4SRVL,7371.0,8065.0,128356.0,,WORLD
rcarr57,7331.0,7191.0,137702.0,,Greater New Orleans Area
ann_ette69,7286.0,13.0,1033.0,,California 
NovorossiyaNewz,7217.0,7095.0,12046.0,,International
SusanDuncanolp,7188.0,6585.0,94281.0,,"Winnipeg, Manitoba Canada"
sunsetsky52,7132.0,2976.0,96274.0,,Roseburg Oregon
ParrishCarolyn,7089.0,7525.0,130009.0,,Rabbit Hill.Ga
LynyPooh,7069.0,4676.0,10323.0,,"Orlando, FL"
jewelofark,7035.0,4903.0,79882.0,,I aM iN YoUr ThOuGhTs 24/7
travelcomments,7005.0,2825.0,81991.0,,
iam_geoff,6955.0,1119.0,20852.0,,Bergen County
Dstroyr_U2b,6927.0,5389.0,48166.0,,Inside @MacShootFace's head
MoniNews,6864.0,2312.0,14781.0,,"Sacramento, California "
rickygomac,6838.0,997.0,5648.0,"Modesto, CA","Los Angeles, CA"
rhmnoodles,6836.0,282.0,92177.0,,
lehimesa,6829.0,7513.0,380320.0,,arizona
KristinOlsenCA,6828.0,531.0,7717.0,,"Modesto, CA"
Richie0nBeats,6824.0,4609.0,43993.0,,River$ide 
JonettaMDavis,6802.0,492.0,161409.0,,Somewhere Leaving My Mark
VerBSisthehomie,6799.0,5348.0,35895.0,,Culver city California
DamnIts_Kia,6799.0,786.0,147645.0,,"DDD, Tx. 2 1 4"
cityofmodesto,6734.0,283.0,2026.0,,"Modesto, CA"
PaveDarker,6729.0,3927.0,49434.0,,Behind you
ireenee_b,6706.0,1401.0,10710.0,,
DominicNgeleka,6685.0,6836.0,22631.0,,"Margate, South Africa"
3D_Genuity,6672.0,3039.0,193099.0,,
sheilasheila58,6637.0,6702.0,76727.0,,Land of Trump! 
blessmyliberty,6633.0,5067.0,54327.0,,
RedlandsNews,6631.0,229.0,47951.0,,"Redlands, CA"
TeamBulls,6584.0,222.0,6833.0,,"Cologne, Germany"
D2BaseballNews,6579.0,627.0,14324.0,,
Brofessional951,6566.0,4270.0,1648.0,,"Inland Empire, CA"
nautabotnews,6563.0,2149.0,322788.0,,Worldwide
darianwilcox,6562.0,0.0,533.0,"Modesto, CA","Modesto, CA"
AndreaAOTW,6544.0,6947.0,64787.0,,Wherever The Music Take me 
heshnigga_,6520.0,472.0,12147.0,,"Los Angeles, CA"
AMEZONAPRIL,6486.0,5984.0,89389.0,,ga•htgawm•supergirl•shameless
moondigo,6415.0,5894.0,70726.0,,Colorado
SavvyYPPodcast,6387.0,5.0,237422.0,,Texas
allrecsmedia,6376.0,1550.0,4245.0,,
Gezus_Adam,6356.0,6126.0,66313.0,,"California, USA"
raiiinell,6348.0,5528.0,13562.0,,mod
RonJellison,6287.0,6487.0,178293.0,,"Oregon, USA"
SimplyBakings,6230.0,930.0,7688.0,,"Inland Empire, CA"
cathconstantine,6222.0,5986.0,26570.0,,New York
zicoveli,6197.0,136.0,98842.0,,fanxychild
martymjm,6183.0,5219.0,39064.0,,"Philadelphia, Pa"
modestoview,6172.0,1403.0,10158.0,,"Modesto, CA"
CMarPA,6152.0,6258.0,197232.0,,PA
Het32000,6130.0,5560.0,50191.0,,
raythemouse,6129.0,6060.0,67788.0,,Perth Western Australia
bucchanans,6118.0,266.0,136895.0,,
itsfuckinJoseph,6104.0,5315.0,40063.0,"Bystrom, CA",C A L I F O R N I A ☀
drgkosmides,6078.0,6301.0,6159.0,,"Rancho Palos Verdes, CA"
turlockjournal,6061.0,6455.0,12981.0,,"Turlock, California"
reddogsusie,6028.0,4369.0,127937.0,,UK
TheCamGirlArmy_,6009.0,906.0,50082.0,,Out Promoting CamGirls
almondboard,5952.0,1953.0,4598.0,,"Modesto, California"
MsSamanthaMay,5897.0,716.0,130142.0,,Boston MA/Portland ME
kachingle,5835.0,6445.0,23190.0,,Silicon Valley
xaronmusic,5830.0,663.0,1837.0,,"Inland Empire, California"
aboutgeology,5793.0,291.0,11924.0,,Earth
becoming_7,5778.0,6270.0,815.0,"Modesto, CA","California, USA"
CraigKolesky,5750.0,662.0,14457.0,,Cape Town
relf_rosa,5715.0,6035.0,5588.0,,"England, United Kingdom"
Carl_Fontaine,5693.0,441.0,39167.0,,"Riverside, CA"
gloriawalthour,5678.0,915.0,281845.0,,United States
jackiebrown20,5607.0,5521.0,37667.0,,"Inland Empire, CA"
LovToRideMyTrek,5584.0,5580.0,225725.0,,
ThingsToDo_IE,5581.0,1558.0,4219.0,,"Inland Empire, California"
ghostgrI,5575.0,614.0,91929.0,,phx
NoaJames,5568.0,1185.0,59766.0,,"Inland Empire, CA"
xlaurenstephens,5526.0,598.0,5303.0,,Make America Great Again!
BlakemoreAlan,5512.0,6028.0,72172.0,,
LilyNCali,5498.0,4894.0,1056.0,,Sunny California
MrVaudrey,5473.0,330.0,10847.0,,"Inland Empire, CA"
IEShineOn,5457.0,5174.0,19018.0,,"Inland Empire, CA"
RedwoodGirl,5455.0,5998.0,180547.0,,"Temescal, Oakland, California"
NatGotti,5453.0,2999.0,452547.0,,At Church•Running•1x13.1
RLGRIMEY,5442.0,2570.0,52339.0,,【=◈︿◈=】
Filthy_RT,5423.0,5954.0,3256.0,,"New Jersey, USA"
almonds,5421.0,961.0,2764.0,,"Modesto, CA"
robzshw,5379.0,512.0,147292.0,,18mai16
dechavien,5357.0,2962.0,45185.0,,"San Marcos, TX"
pferrada1,5328.0,1650.0,4202.0,,
allouush,5304.0,5825.0,24905.0,,Canada
DjLeaky,5292.0,4838.0,59021.0,,"Denver, Colorado"
seescandies,5291.0,215.0,1889.0,,California
KWINradio,5291.0,885.0,26608.0,,Stockton/Modesto
laxrealestate,5280.0,5779.0,40127.0,,www.thelashow.com
DBowenThrillers,5257.0,2807.0,92756.0,,
WinemakerChall,5227.0,5292.0,6705.0,,
SwiftcoEntInc,5140.0,5659.0,12410.0,,"Chicago, IL"
The_Sacred_War,5138.0,5065.0,8214.0,,International
poliquest,5137.0,3545.0,63296.0,,
shellieRNCEN,5136.0,4619.0,201444.0,,USA
awsmusic,5096.0,90.0,5218.0,,"Inland Empire, CA"
StevieCrooks,5087.0,993.0,31187.0,,"Moreno Valley, CA"
Jody_Rossel,5061.0,4761.0,75699.0,,United States
mpg25mary,5037.0,5347.0,74063.0,,Left Coast
stjohnswoods,5019.0,4835.0,169151.0,,South CaroLINA? Wait. What?
EarlBlackman,5001.0,160.0,29152.0,,kent 
Bishop89_ca,4998.0,887.0,7466.0,"Modesto, CA","California, USA"
MomonEmpty,4997.0,2135.0,26132.0,,"Inland Empire, CA"
luvman33wife,4989.0,5013.0,31921.0,,
imBiGtYm3,4986.0,2423.0,5629.0,,"Ohio, USA"
_seumwoman,4962.0,193.0,42283.0,,paris
JimTuscaloosaAl,4959.0,894.0,48645.0,,
Voices4Vaccines,4946.0,1404.0,9382.0,,
GlenBerteau,4942.0,25.0,745.0,,"Modesto, Ca"
catsfromulthar,4886.0,5358.0,265110.0,,Global
turlockpolice,4870.0,107.0,512.0,,"Turlock, CA"
coralangs,4855.0,5148.0,76371.0,,UK
LittleBigShemmy,4827.0,1926.0,201503.0,,"Texas, USA"
SupStreamers,4823.0,62.0,157097.0,,Worldwide
kunimatsu0,4798.0,4981.0,122340.0,,保育園はいりたい
S213H,4754.0,1445.0,39601.0,,ⵣ
METCedplus,4690.0,3603.0,17245.0,,"St Louis, MO"
cagney1991,4667.0,4288.0,553014.0,,South Florida
JoseeTruee,4647.0,3248.0,24479.0,,"Houston, TX"
manthonycooper,4638.0,5074.0,13848.0,,"money, ms"
danamason06,4627.0,3554.0,165910.0,,Northern California
Netjeretkhau,4624.0,990.0,53618.0,,Recovering Soberist 
YakovPettersson,4616.0,2425.0,275450.0,,they/theirs
smartsassymedia,4603.0,5058.0,1532.0,,United Kingdom
HopeStillFlies,4601.0,3815.0,46022.0,,"Cookeville, TN"
Lexiaaap,4588.0,862.0,28653.0,,Bay
approx_normal,4586.0,2092.0,40065.0,,Mississippi
jenegreen08,4562.0,4505.0,5004.0,"Modesto, CA","San Jose, CA"
PeedenTwins,4528.0,420.0,20013.0,,"Inland Empire, CA"
BridgetTxRD,4522.0,3016.0,6870.0,,"El Paso, TX"
king_Marcus11,4512.0,645.0,97011.0,,Bay area 
21Asvp,4503.0,695.0,11500.0,"Modesto, CA",w/ Jordan or at Enochs' 209
RealKillaQ,4502.0,1379.0,8000.0,,"Orlando, FL"
CallMePapiJAY,4491.0,4113.0,1795.0,,"California, USA"
jazzythesav,4453.0,371.0,45476.0,,
ShadaSalman,4365.0,1030.0,48161.0,,
Bill_Huff,4335.0,4875.0,75532.0,,West Coast
latoyaNicole209,4333.0,4697.0,19528.0,,"Los Angeles, CA"
BeauSmithRanch,4317.0,1252.0,23949.0,,West Virginia
PublicSafetyUSA,4301.0,985.0,255933.0,,USA
bayaningpinay,4294.0,4928.0,63836.0,,
TheRealDjDASH_,4289.0,726.0,1786.0,,"Los Angeles, CA"
diannembromley,4278.0,4158.0,29558.0,,UK 
Betrayed_Pets,4251.0,2936.0,218214.0,,United Kingdom
6HarleenQuinzel,4218.0,3033.0,57217.0,,"Nashville, TN"
drxwnespinosa,4194.0,3037.0,142416.0,,clirwinvine✨   »@_keepmesafe«
Son_Of_Ghana,4184.0,3903.0,108022.0,,maryland 
lebonetse,4173.0,613.0,221066.0,,MTB trails 
MASLarena,4170.0,1331.0,15381.0,,North America 
MariOlsdatter,4162.0,3668.0,198853.0,,"Portland, OR"
BPPope,4150.0,1498.0,173720.0,,
CLT_RollerGirls,4143.0,2779.0,7845.0,,"Charlotte, North Carolina"
stan_state,4125.0,274.0,1689.0,,"Turlock, CA"
JJStewartAudio,4060.0,4997.0,13198.0,,"San Luis Obispo, CA"
copperbottomus,4051.0,2094.0,111960.0,,
Queen0fDragons,4048.0,3299.0,87594.0,,
_Pehicc,4023.0,4491.0,90020.0,,
Syndeess,4004.0,4991.0,45202.0,,
IanHatesPodcast,3967.0,3730.0,1889.0,,"Boston, MA"
PrettyPris,3941.0,5001.0,206939.0,,A World of Pure Imagination 
tod1776,3936.0,4601.0,40815.0,,'Dont Tread on Me' 
AnonBruja,3916.0,5000.0,147947.0,,United States
MyMansBelly,3899.0,1581.0,23631.0,,Dallas via Los Angeles
BellaEmyWrites,3866.0,3575.0,13538.0,,NJ
santoshkamath,3856.0,33.0,38716.0,,Earth
MSSsports,3849.0,537.0,26106.0,,"Merced, CA"
BrickToYaFace,3828.0,2150.0,49650.0,,"Inland Empire, CA"
juggurnauts,3826.0,1184.0,37580.0,,"Chicago, IL | Los Angeles "
vicerock4,3813.0,102.0,3112.0,,
YngMCcoy,3812.0,74.0,13824.0,,"Inland Empire, CA"
inlandempireus,3796.0,543.0,14938.0,,Southern California
GalloArts,3787.0,1506.0,2347.0,,"Modesto, CA"
MicahBerteau,3775.0,514.0,6946.0,"Modesto, CA",CALI
PWM62,3761.0,727.0,205149.0,,Florida
SamuraiSanosuke,3760.0,2248.0,36752.0,,United Kingdom
koumiloc,3754.0,4816.0,14602.0,"West Modesto, CA","Modesto, CA"
TheEarthStory,3751.0,792.0,24245.0,,About 149597870700 m from Sol
Dov_EL,3751.0,147.0,100853.0,,Pianeta Terra
nousgnostic,3749.0,1126.0,82127.0,,United States
chuckatkins311,3745.0,4999.0,7557.0,,"North Carolina, USA"
AOModesto,3719.0,915.0,11129.0,,"Modesto, CA "
TomBerryhill,3708.0,317.0,682.0,,
Visitkarte,3700.0,4547.0,245239.0,,Switzerland 
ConservativeGM,3674.0,1888.0,179144.0,,"Anytown, NJ"
LiveDerekChu,3671.0,2428.0,66977.0,,"Vancouver, British Columbia"
MazonasDon,3654.0,4483.0,46793.0,,"London, England"
WinglessBird_,3654.0,3837.0,119744.0,,Where the Wild Things Are
InsideSoCalSpts,3652.0,1652.0,42138.0,,"California, USA"
LylaGhan,3649.0,483.0,8729.0,,Iran
bykimtae,3637.0,3425.0,12084.0,,norway
oopzallberryz,3636.0,1682.0,99310.0,,Bay Area
presidentophile,3634.0,381.0,354081.0,,#ks
alaskawater,3628.0,4181.0,110963.0,,Alaska
YelloPaddedCell,3618.0,1416.0,2810.0,,"Inland Empire, CA"
brixtronix,3575.0,392.0,40107.0,,"Seattle, WA"
kevinwaddell02,3566.0,3456.0,38050.0,,Joliet IL
amaliowirth,3525.0,2591.0,4808.0,,
yinyahya,3518.0,309.0,97564.0,,"California, USA"
bottomsupbabes,3492.0,9.0,3192.0,"Modesto, CA",
maseed,3481.0,1223.0,3393.0,,"Inland Empire, Ca."
left_Illusions,3477.0,3896.0,3566.0,,Texas
clayd442,3471.0,4985.0,41340.0,,England
Ominousrk,3450.0,1187.0,7059.0,,"Los Angeles/Inland Empire, CA"
gilinsides,3439.0,774.0,178099.0,, lina✨ florine
Melody_Va,3436.0,4790.0,16371.0,,EastCoast
mayylinnn_,3435.0,2132.0,36529.0,,"Bronx, NY"
DebbieW36246900,3418.0,3415.0,76676.0,,Arkansas
junmoore,3415.0,3326.0,32289.0,,#ISupportAZ
Proud2Progress,3409.0,4622.0,28656.0,,Upstate NY
winefinekee,3401.0,3236.0,66135.0,,"Texas, USA"
svssydun,3391.0,96.0,139119.0,,021817
nocombnobrush,3363.0,2176.0,77442.0,,"Hell, first house on left."
trace2_trace2_,3357.0,3576.0,40329.0,,
HilaryCorna,3352.0,4553.0,11936.0,,"Austin, Texas"
zaffycorkyollie,3344.0,3565.0,194373.0,,
wildwestleft,3337.0,3670.0,56010.0,,
PatrioticSpirit,3334.0,3625.0,28553.0,,#III% #2A #Patriot
prockorpdub,3311.0,2876.0,81207.0,,cali atl
edcampOSjr,3311.0,2200.0,8237.0,,"Visalia, CA"
classroomchef,3300.0,3300.0,3999.0,,The Mathematical Kitchen
modbeepreps,3276.0,1251.0,20948.0,"Modesto, CA","Modesto, Calif."
SeamusNorth,3275.0,4848.0,17004.0,,Texas
AphmauFanart,3273.0,181.0,55859.0,,Thailand
_PrincessCee_,3254.0,2655.0,90795.0,,deepest pits of hell 
kepsxavery,3247.0,97.0,14082.0,,drew | bush | williams
CarolGo18658081,3232.0,4957.0,73664.0,"Modesto, CA","Modesto, CA"
judyrademacher2,3225.0,4977.0,38587.0,,
atmara,3219.0,3140.0,7923.0,,"Ashland, OR"
Eclectic707,3216.0,3452.0,9664.0,,"Houston, TX."
WendySMarcus,3207.0,1611.0,34865.0,,New York  
SandraHelena39,3197.0,1213.0,181362.0,,Southeastern Massachusetts
BlackBeard20096,3190.0,2702.0,58906.0,,"Hamilton, Ontario, Canada"
toolatetoboogie,3186.0,3118.0,144389.0,, MY AIRSHIP UP IN ETHERSPHERE
kissmypink_x,3176.0,846.0,180297.0,,"Dallas, Flexu$ "
phaemarie,3175.0,3323.0,38584.0,,"Turlock, Ca"
mberrMuzzy,3154.0,844.0,29992.0,,
mckenzeemariee,3138.0,1091.0,102360.0,,"Dallas, TX"
Baguio_kano,3128.0,3441.0,38281.0,,Northern Utah
